id,name,category,total_score,similarity_score,skill_match_score,matched_required,missing_required,matched_nice,missing_nice,job_terms_overlap
11262933,Candidate 11262933,BANKING,0.0026,0.0044,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
18236085,Candidate 18236085,BUSINESS-DEVELOPMENT,0.0026,0.0043,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
30083943,Candidate 30083943,SALES,0.0026,0.0043,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
14626780,Candidate 14626780,BANKING,0.0026,0.0044,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
18198627,Candidate 18198627,DESIGNER,0.0026,0.0043,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
67406885,Candidate 67406885,CONSULTANT,0.0026,0.0044,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
22675694,Candidate 22675694,DESIGNER,0.0026,0.0044,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
27529455,Candidate 27529455,DESIGNER,0.0026,0.0044,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
16378091,Candidate 16378091,CONSTRUCTION,0.0026,0.0043,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
17103000,Candidate 17103000,ENGINEERING,0.0026,0.0043,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
80000092,Candidate 80000092,FITNESS,0.0026,0.0043,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
11676151,Candidate 11676151,AGRICULTURE,0.0026,0.0043,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
28628090,Candidate 28628090,ENGINEERING,0.0026,0.0043,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
22546476,Candidate 22546476,CONSTRUCTION,0.0026,0.0043,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
17431847,Candidate 17431847,FITNESS,0.0026,0.0043,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
25905275,Candidate 25905275,INFORMATION-TECHNOLOGY,0.0026,0.0044,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
27524018,Candidate 27524018,TEACHER,0.0026,0.0043,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
23015611,Candidate 23015611,PUBLIC-RELATIONS,0.0025,0.0042,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
12518008,Candidate 12518008,ENGINEERING,0.0025,0.0042,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
25873425,Candidate 25873425,ADVOCATE,0.0025,0.0042,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
15575117,Candidate 15575117,HR,0.0025,0.0041,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
27091280,Candidate 27091280,APPAREL,0.0025,0.0042,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
11444536,Candidate 11444536,CHEF,0.0025,0.0041,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
24349611,Candidate 24349611,ARTS,0.0025,0.0042,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
81042872,Candidate 81042872,AGRICULTURE,0.0025,0.0041,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
92200491,Candidate 92200491,SALES,0.0025,0.0042,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
29897742,Candidate 29897742,AGRICULTURE,0.0025,0.0042,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
21663616,Candidate 21663616,PUBLIC-RELATIONS,0.0025,0.0042,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
39237915,Candidate 39237915,BUSINESS-DEVELOPMENT,0.0025,0.0042,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
22765255,Candidate 22765255,BUSINESS-DEVELOPMENT,0.0025,0.0042,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
30999638,Candidate 30999638,DIGITAL-MEDIA,0.0025,0.0042,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
23631188,Candidate 23631188,AGRICULTURE,0.0025,0.0042,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
26509539,Candidate 26509539,CONSTRUCTION,0.0025,0.0042,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
31638814,Candidate 31638814,BUSINESS-DEVELOPMENT,0.0025,0.0041,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
28640735,Candidate 28640735,HR,0.0025,0.0041,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
80053367,Candidate 80053367,ACCOUNTANT,0.0025,0.0041,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
32518109,Candidate 32518109,CHEF,0.0025,0.0042,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
28756444,Candidate 28756444,CONSTRUCTION,0.0025,0.0042,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
34304175,Candidate 34304175,ARTS,0.0025,0.0042,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
17412079,Candidate 17412079,HR,0.0025,0.0042,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
13037145,Candidate 13037145,FITNESS,0.0025,0.0042,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
13330982,Candidate 13330982,TEACHER,0.0025,0.0042,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
26279402,Candidate 26279402,AVIATION,0.0025,0.0042,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
24025053,Candidate 24025053,HEALTHCARE,0.0025,0.0042,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
11183737,Candidate 11183737,BPO,0.0025,0.0041,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
79663360,Candidate 79663360,TEACHER,0.0024,0.004,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
28973180,Candidate 28973180,FINANCE,0.0024,0.004,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
22718826,Candidate 22718826,CONSTRUCTION,0.0024,0.0039,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
17286050,Candidate 17286050,FITNESS,0.0024,0.0041,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
26622051,Candidate 26622051,DESIGNER,0.0024,0.0039,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
23234047,Candidate 23234047,ENGINEERING,0.0024,0.004,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
23591247,Candidate 23591247,CHEF,0.0024,0.0039,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
21847415,Candidate 21847415,ENGINEERING,0.0024,0.0039,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
17325147,Candidate 17325147,ARTS,0.0024,0.004,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
17509935,Candidate 17509935,SALES,0.0024,0.004,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
30083884,Candidate 30083884,CONSULTANT,0.0024,0.004,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
28383893,Candidate 28383893,AVIATION,0.0024,0.004,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
19717385,Candidate 19717385,HR,0.0024,0.004,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
21060367,Candidate 21060367,ARTS,0.0024,0.004,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
18319061,Candidate 18319061,ARTS,0.0024,0.0041,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
11174187,Candidate 11174187,ADVOCATE,0.0024,0.0039,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
28086303,Candidate 28086303,TEACHER,0.0024,0.004,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
10228751,Candidate 10228751,BUSINESS-DEVELOPMENT,0.0024,0.0041,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
20932019,Candidate 20932019,DESIGNER,0.0024,0.004,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
11155153,Candidate 11155153,DESIGNER,0.0024,0.004,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
37818861,Candidate 37818861,CONSULTANT,0.0024,0.004,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
37660306,Candidate 37660306,TEACHER,0.0024,0.0039,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
20408458,Candidate 20408458,INFORMATION-TECHNOLOGY,0.0024,0.0039,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
21238396,Candidate 21238396,FITNESS,0.0024,0.0041,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
26289308,Candidate 26289308,HR,0.0024,0.0039,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
11773767,Candidate 11773767,ADVOCATE,0.0024,0.0039,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
28337049,Candidate 28337049,BUSINESS-DEVELOPMENT,0.0024,0.004,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
28630325,Candidate 28630325,ENGINEERING,0.0024,0.0039,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
25507648,Candidate 25507648,FITNESS,0.0024,0.004,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
25608963,Candidate 25608963,ENGINEERING,0.0024,0.004,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
24754689,Candidate 24754689,ADVOCATE,0.0024,0.004,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
27243670,Candidate 27243670,CONSTRUCTION,0.0024,0.0039,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
22983516,Candidate 22983516,CONSTRUCTION,0.0024,0.004,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
46055835,Candidate 46055835,ARTS,0.0023,0.0038,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
93576192,Candidate 93576192,ARTS,0.0023,0.0039,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
22732234,Candidate 22732234,AUTOMOBILE,0.0023,0.0038,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
27607632,Candidate 27607632,SALES,0.0023,0.0038,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
38989376,Candidate 38989376,AVIATION,0.0023,0.0038,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
33803142,Candidate 33803142,HEALTHCARE,0.0023,0.0038,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
22496394,Candidate 22496394,DESIGNER,0.0023,0.0038,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
12420359,Candidate 12420359,CHEF,0.0023,0.0038,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
26790545,Candidate 26790545,DESIGNER,0.0023,0.0039,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
93988900,Candidate 93988900,HEALTHCARE,0.0023,0.0038,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
12748557,Candidate 12748557,ENGINEERING,0.0023,0.0038,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
30430249,Candidate 30430249,APPAREL,0.0023,0.0039,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
13907230,Candidate 13907230,CONSTRUCTION,0.0023,0.0038,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
26994282,Candidate 26994282,SALES,0.0023,0.0038,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
79376680,Candidate 79376680,SALES,0.0023,0.0038,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
97123005,Candidate 97123005,FITNESS,0.0023,0.0038,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
37335325,Candidate 37335325,ENGINEERING,0.0023,0.0038,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
40987524,Candidate 40987524,SALES,0.0023,0.0038,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
42641525,Candidate 42641525,AVIATION,0.0023,0.0038,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
33964275,Candidate 33964275,CHEF,0.0023,0.0038,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
29087505,Candidate 29087505,CONSTRUCTION,0.0023,0.0039,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
22807104,Candidate 22807104,TEACHER,0.0023,0.0039,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
13879043,Candidate 13879043,HR,0.0023,0.0039,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
58208591,Candidate 58208591,APPAREL,0.0023,0.0039,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
59422148,Candidate 59422148,SALES,0.0023,0.0038,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
28711616,Candidate 28711616,ARTS,0.0023,0.0038,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
32531824,Candidate 32531824,BUSINESS-DEVELOPMENT,0.0023,0.0038,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
15717923,Candidate 15717923,FINANCE,0.0023,0.0038,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
34740556,Candidate 34740556,HR,0.0023,0.0038,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
34146825,Candidate 34146825,ARTS,0.0023,0.0038,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
45286020,Candidate 45286020,TEACHER,0.0023,0.0039,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
14064815,Candidate 14064815,ADVOCATE,0.0023,0.0039,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
21773106,Candidate 21773106,TEACHER,0.0023,0.0039,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
91051945,Candidate 91051945,ADVOCATE,0.0023,0.0039,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
96547039,Candidate 96547039,TEACHER,0.0023,0.0038,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
14990354,Candidate 14990354,BUSINESS-DEVELOPMENT,0.0023,0.0038,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
17150707,Candidate 17150707,HR,0.0023,0.0039,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
12904972,Candidate 12904972,AVIATION,0.0023,0.0038,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
93112113,Candidate 93112113,HR,0.0023,0.0038,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
10830646,Candidate 10830646,ARTS,0.0023,0.0039,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
12413512,Candidate 12413512,ARTS,0.0022,0.0037,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
88859947,Candidate 88859947,CONSTRUCTION,0.0022,0.0036,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
78114950,Candidate 78114950,CONSTRUCTION,0.0022,0.0037,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
33424600,Candidate 33424600,BUSINESS-DEVELOPMENT,0.0022,0.0036,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
34970271,Candidate 34970271,ADVOCATE,0.0022,0.0036,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
20457611,Candidate 20457611,FITNESS,0.0022,0.0037,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
43408471,Candidate 43408471,AVIATION,0.0022,0.0036,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
32799518,Candidate 32799518,CONSTRUCTION,0.0022,0.0036,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
19037403,Candidate 19037403,FITNESS,0.0022,0.0037,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
23636277,Candidate 23636277,ACCOUNTANT,0.0022,0.0036,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
29173771,Candidate 29173771,ADVOCATE,0.0022,0.0036,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
23032276,Candidate 23032276,CHEF,0.0022,0.0037,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
38698573,Candidate 38698573,ADVOCATE,0.0022,0.0036,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
17033567,Candidate 17033567,ARTS,0.0022,0.0036,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
11850315,Candidate 11850315,PUBLIC-RELATIONS,0.0022,0.0036,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
47067533,Candidate 47067533,BUSINESS-DEVELOPMENT,0.0022,0.0037,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
35164503,Candidate 35164503,FITNESS,0.0022,0.0036,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
29177904,Candidate 29177904,ADVOCATE,0.0022,0.0036,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
19926135,Candidate 19926135,ADVOCATE,0.0022,0.0036,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
20148147,Candidate 20148147,ARTS,0.0022,0.0037,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
20918464,Candidate 20918464,FINANCE,0.0022,0.0036,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
80162314,Candidate 80162314,HR,0.0021,0.0035,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
54308684,Candidate 54308684,APPAREL,0.0021,0.0034,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
31392754,Candidate 31392754,PUBLIC-RELATIONS,0.0021,0.0035,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
38154903,Candidate 38154903,AVIATION,0.0021,0.0035,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
26919036,Candidate 26919036,CONSULTANT,0.0021,0.0035,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
98309114,Candidate 98309114,HEALTHCARE,0.0021,0.0035,0.0,,"nlp, python, sql, aws, etl, scikit-learn, spacy, ml pipelines",,"docker, airflow, tensorflow, pytorch, mlflow",
